item_id,translator,back_en,seconds,n_chunks,retry,len_ratio
US-00446,gpt-oss:120b,"A 70-year-old male came to the doctor with fatigue and intermittent epigastric pain. Symptoms begin about a year earlier. He describes the pain as widespread and the severity as 3 out of 10. Recently, he had an abnormally large black stool. He's showing off. Its pulse is 72 / min and blood pressure is 110/70 mmHg. Physical examination reveals epigastric sensitivity. The urea breath test was positive. Upper gastrointestinal endoscopy reveals tumors with ulcers in the gastric antrum. A biopsy of the tumor shows diffuse infiltrated small lymphoid cells that are positive for the CD20 antigen. CT scans of the chest and abdomen show normal regional lymph nodes. Which of the following is the most appropriate therapy for curative purposes at this time?
A. Rituximab and Chlorambucil
B. Gastrojejunostomy with distal gastrectomy
C. Rituximab, Cyclophosphamide, Adriamycin, and Vincristine
D. Imatinib
E. External beam radiation therapy
F. Amoxicillin, clarithromycin, and omeprazole",1.62,12,0,1.0
US-00447,gpt-oss:120b,"A 6-day-old girl's newborn has been brought to the doctor because of yellowing in her eyes and body, vomiting, and poor feeding for 3 days. He has had diarrhea for the past 2 days. She was born at 38 weeks gestation and had no complications during pregnancy. He looks distraught. Biological signals are within the normal range. Examination reveals jaundice on the skin and conjunctiva. Cataracts are present on both sides. The abdomen is soft and insensitive. The liver is palpable 4 cm below the costal margin on the right side; there is no spleen enlargement. Reduced muscle tone in all limbs. The serum glucose concentration is 37 mg per deciliter. Which of the following is the most appropriate recommendation for preventing long-term complications of the disease?
A. Phototherapy
B. Frequent glucose meals
C. Stop eating dairy products
D. Thiamine therapy
E. Levothyroxine therapy",1.28,12,0,1.044
US-00448,gpt-oss:120b,"A 9-month-old baby has been brought to the doctor because she has had a general unpleasant rash for two days. The rash has started in the core of his body and has spread to the limbs. Five days earlier, he had been taken to the emergency department with a fever of 40.5 ° C (104.9 ° F) and a one-minute generalized tonic-clonic seizure. She was born at full gestation and has no history of severe disease. His vaccination is complete. Current medications include acetaminophen. It has a temperature of 37.2 ° C (99.0 ° F) and a pulse rate of 120 beats per minute. Tests show a maculopapular rash that fades on pressure. A picture of the rash is shown. There is swelling in the lymph nodes of the posterior ear. Which of the following is the most likely diagnosis?
A. Kawasaki disease
B. Drug allergy
C. Scarlet fever
D. Impetigo
E. Roseola infantum
F. Hmmm
G. Fifth Disease
H. Rubella",1.2,11,0,1.081
US-00449,gpt-oss:120b,"A 30-year-old woman comes to the doctor because she has not been able to conceive for the past 3 years. Her husband's sperm analysis showed a normal sperm count during this period. The patient also reported periodic pelvic and back pain, associated with painful diarrhea, for five years. Such episodes occur on average once per month and last 4 - 6 days. He has taken ibuprofen for the pain, which has provided some relief. Menstruation has occurred at regular intervals of 29 days since Menarche at age 14, and each menstrual period lasts 7 days. She is sexually active with her husband and does not use contraception. Biological signs are within normal limits. Pelvic and bilateral examinations are normal; rectal examinations are not uncommon. A hysterosalpingogram performed 6 months earlier showed normal results. Which of the following is the most likely underlying mechanism of this patient's symptoms?
A. Activation of lymphatic cells in the intestinal wall and tissue damage
B. Decreased release of gonadotropin-releasing hormone
C. Loss of function of the fallopian tubes after infection
D. Tumor of smooth muscle originating from the myometrium
E. Increased secretion of prolactin
F. Endometrial tissue outside the uterine cavity
G. Increased secretion of androgens and luteinizing hormones
H. Failure of the ovaries to function properly",1.19,11,0,1.044
US-00450,gpt-oss:120b,"The 36-year-old woman comes to the doctor because she has had multiple headache episodes in the last 3 months. The headache lasts the entire day and is of a one-sided and throbbing nature. During the headache, she has severe nausea and is unable to work or perform daily activities. He noticed that he became unusually hungry before the headache began. He locks himself in a dark room, takes ibuprofen, and avoids going out until the headache subsides. However, in the last month, the number of headaches has increased by 2-3 times a week and the severity has increased. He has high blood pressure which is treated with amlodipine. It has a temperature of 37 ° C (98.6 ° F), a pulse of 80 beats per minute, and a blood pressure 128/76 mmHg. Physical and neurological examinations show no abnormalities. Which of the following is the best long-term headache prevention therapy for this patient?
A. Fluoxetine
B. Ergotamine
C. Propranolol
D. Sumatriptan
E. Naproxen",1.02,10,0,1.03
US-00451,gpt-oss:120b,"A 63-year-old woman has been brought to the doctor by her husband for evaluation of progressive amnesia for the past 5 months. In the last two weeks, she has had trouble getting dressed and on her way home from the grocery store. He had several jerky, repetitive, twitching movements that stopped automatically. He previously worked as a teacher but quit due to his amnesia. The patient has high blood pressure. There is no history of serious family illness. His only medication is hydrochlorothiazide. Temperature 37 ° C (98.6 ° F), pulse 65 / min, and blood pressure 125/80 mmHg. He is only aware of persons and places. He follows orders and speaks fluently, but sometimes cannot recall objects. He appears to be unable to read and has trouble recognizing objects. Cranial nerves II-XII are intact. The test shows full muscle strength. Deep tendon reflex 2 + on both sides. The Babinski sign is missing. The sensation of pinprick and light touch is normal. Which of the following is the most likely underlying cause of this patient's symptoms?
A. Mutant Prion Savings
B. Extracellular senile plaques
C. Severe cerebral ischemia
D. Substancia nigra degeneration
E. Copper deposits in the central nervous system
F. Reduced CSF absorption
G. Increased number of CAG repeats",1.5,17,0,0.965
US-00452,gpt-oss:120b,"Laboratory studies, which include serum vitamin B12 (cyanocobalamin), thyroxine (T4), and thyroid-stimulating hormone concentrations, are within normal limits. A lumber is punctured. Cerebrospinal fluid (CSF) analysis will most likely show which of the following?
A. antiganglioside GM1 antibody
B. Concentration of increased alpha-synuclein protein
C. Increased 14-3-3 protein concentration
D. The oligoclonal band
E. Anti-glutamic acid decarboxylase antibody
F. Decreased beta-amyloid protein concentration",1.2,3,0,1.006
US-00453,gpt-oss:120b,"A 5-year-old boy has had his parents bring him to the doctor because he had two screaming episodes at night over the past week. The parents reported that their son suddenly woke up on both occasions screaming, crying, and kicking his legs aggressively on both occasions. These episodes lasted a few minutes and were associated with sweating and rapid breathing. The parents said that they could not stop the episodes and when the episodes ended, their son easily fell asleep again. The patient is unable to recall any details of these events. He has a history of obstructive sleep apnea. He is not taking any medication. His vital signs are within normal limits. A physical examination revealed no abnormalities. Which of the following is the most likely diagnosis?
A. Insomnia disorder
B. Delayed sleep phase disorder
C. restless legs syndrome
D. sleep panic disorder
E. nightmare disorder
F. Sleepwalking disorder",0.86,10,0,1.025
US-00454,gpt-oss:120b,"A 70-year-old male came to the doctor for 6 months with swallowing difficulties. During this period, he has occasionally coughed up undercooked food. He showed no signs of weight loss or fever. Four weeks ago, he suffered an episode of sore throat, which healed automatically. He smoked a pack of cigarettes every day for five years. He has gastroesophageal reflux disease and osteoporosis. Current medications include alendronate and omeprazole. It has a temperature of 37 ° C (98.6 ° F), a pulse of 84 beats per minute, and a blood pressure 130/90 mmHg. Tests showed he had bad breath and a rippling mass in his right throat. Which of the following is likely to be involved in the pathogenesis of this patient's symptoms?
A. Deep throat infection
B. Degeneration of neurons in the esophageal wall
C. Decreased lower esophageal sphincter function
D. Cellular malformations
E. Abnormal oesophageal motor function
F. Adverse effects of the drug",1.17,10,0,1.017
US-00455,gpt-oss:120b,"A previously healthy 29-year-old African-American male patient came to the doctor with a two-week history of progressive fatigue and shortness of breath from physical exertion. Last week, he noticed that his eyes were slowly turning yellow and his urine was darker. His family has a history of type II diabetes. He ruled out any change in urinary frequency, dysuria, or nocturia. He has a temperature of 37 ° C (98.6 ° F), a blood pressure 120/80 mmHg, and a heart rate of 80 beats per minute. Examination reveals pale conjunctiva, splenomegaly, and jaundice. There is no growth of lymph nodes. Laboratory studies have shown that: Hematocrit 19.5% Hemoglobin 6.5 g / dl The WBC count is 11,000 / cubic millimeter Platelet count 300,000 / cubic millimeter Reticulocyte count 8% Serum total bilirubin 6 mg / dl Direct bilirubin 1. 0 mg / dl Urea nitrogen 9 mg / deciliter Creatinine 1 mg / deciliter Lactate dehydrogenase 365 units / litre Peripheral blood smears show extensive polychromasia with nucleated red blood cells and spherocytes. The direct Coombs test is positive. Which of the following is the most likely diagnosis?
A. Hereditary spherocytosis
B. Paroxysmal nocturnal hemoglobinuria
C. Alpha thalassemia
D. Spar cell hemolytic anemia
E. Autoimmune hemolytic anemia",2.14,21,0,1.123
US-00456,gpt-oss:120b,"A 62-year-old male was brought to the hospital because he had a 6-hour history of increasing upper abdominal pain, nausea, and vomiting. He has been diagnosed with acute stony gallbladder inflammation and plans to have gallbladder removal surgery the next day. He has congestive heart failure, hyperlipidemia, and high blood pressure. No abnormalities are seen on physical examination. Current medications include metoprolol and simvastatin. A month earlier, spironolactone had been added to his medication. Preoperative serum studies showed: sodium 138 milliequivalent / liter, potassium 6. 1 milliequivalent / liter, chloride 100 milliequivalent / liter, bicarbonate 22 milliequivalent / liter, urea nitrogen 13 mg / deciliter, creatinine 1. 0 mg / deciliter. An ECG shows normal sinus rhythm. In addition to stopping spironolactone, which of the following is the most appropriate next step in the management of hyperkalemia in this patient?
A. Give saline and furosemide intravenously.
B. Give sodium bicarbonate intravenously.
C. Give intravenous insulin and glucose.
D. Order a change of food.
E. Give calcium gluconate intravenously.
F. Start with hemodialysis.",2.74,9,0,1.141
US-00457,gpt-oss:120b,"A 24-year-old male approached the patient because he had a week-long painful swelling above the hip. He is unable to sit for long periods of time due to the pain. He has obstructive sleep apnea and type 2 diabetes mellitus. His only medication is metformin. He looks worried. He is 175 cm (5 ft 9 in) tall and weighs 114 kg (251 lb); BMI is 37 kg / m2. His temperature was 38.1 ° C (100.6 ° F), pulse 96 / min, and blood pressure 124/86 mmHg. On examination, acne appears on the face. A cyst appears above the natal cleft. There is sensitivity to touch in the cyst and surrounding tissues. The skin around the cyst is warm and reddish. Which of the following is the best next step in management?
A. Track Curatage
B. Coccygectomy
C. Surgical resection and secondary wound closure
D. Incision and drainage
E. Retinoid therapy
F. Surgical resection and initial wound closure",1.12,12,0,0.99
US-00458,gpt-oss:120b,"The 3-month-old girl has been brought to the doctor with a productive cough for five days. He has experienced several episodes of watery stools in the past month. He only sucks for 15-20 minutes every 3 - 4 hours. She was born vaginally at 38 weeks gestation at home and has not yet been evaluated by a physician. The mother reported that her child was not gaining weight. There was no pre-natal care during the mother's pregnancy. The child is in the 5th percentile for height and weight. The child did not receive any vaccination. He has a temperature of 38.5 ° C (101.3 ° F), a pulse of 155 / min, a respiratory rate of 45 / min, and a blood pressure of 88/50 mmHg. Mouth examinations show white plaques covering the tongue and palate. Relays can be heard on both sides on examination of the cardiophus. There is swelling in the throat and inguinal lymph nodes. Which of the following is most likely to confirm the diagnosis?
A. Karyotyping of baby chromosomes
B. dihydroiodamine test
C. DNA testing for CFTR mutations
D. Fluorescent treponemal antibody absorption test
E. Flow cytometry of B lymphocytes
F. PCR for viral genes
G. T-cell receptor excision circle analysis",1.5,13,0,1.018
US-00459,gpt-oss:120b,"A 27-year-old woman visits the doctor for a rash that started 5 days ago. The rash involves its abdomen, back, arms, and legs, including the hands and feet. In the past month, he has experienced mild fever, headache, and myalgia. He has no personal history of serious illness. He smokes 1 pack of cigarettes a day and drinks excessively on weekends. Occasionally use cocaine, but say no to other illegal drugs. Vital signs are within normal limits. Physical examination reveals a broad, symmetrical, reddish-brown papular rash that is present on the body's core, upper limbs, and palate. There is an increase in lymph nodes that do not usually hurt to the touch. Skin examinations also show scattered hair loss on the scalp and multiple flat, broad-based, smooth-like papules around the genitals and anus. Rapid plasma resin and fluorescent treponemal antibody tests both returned positive. In addition to starting treatment, which of the following would be the best next step in management?
A. Lumbar puncture
B. Skin biopsy
C. The culture of blood
D. Dark-field microscopy
E. HIV-1 / HIV-2 differences in immunoassays
F. CT angiography of the thorax
G. PCR for C. trachomatis and N. gonorrhoeae",1.34,12,0,1.022
US-00460,gpt-oss:120b,"Three days after delivery, the newborn weighing 1100 g (2 lb 7 oz) undergoes a tonic seizure that lasts for 25 seconds. He has been getting increasingly lethargic over the past 18 hours. She was born at 31 weeks gestation. The antenatal period was complicated by choriomnionitis. Apga's scores were 3 and 6 in 1 and 5 minutes respectively. He looks sick. His pulse is 123 / min, respiratory rate 50 / min and irregular, and blood pressure 60/30 mmHg. The test shows tense anterior fontanel. The pupillae are equal and react slowly to light. The test shows slow, coordinated back-and-forth movements of the eyes. Reduced muscle tone in all limbs. The lungs are clear. Which of the following is the most likely diagnosis?
A. Galactosemia
B. Spinal muscular atrophy
C. Phenylketonuria
D. Congenital hydrocephalus
E. Intraventricular hemorrhage",1.03,13,0,0.982
US-00461,gpt-oss:120b,"A 69-year-old male is scheduled to undergo radical retropubic prostatectomy for prostate cancer in 2 weeks. He suffered a myocardial infarction at the age of 54. He has a history of gastroesophageal reflux disease, unstable angina, hyperlipidemia, and severe left hip osteoarthritis. He is unable to climb stairs or walk quickly due to left hip pain. He smoked a pack of cigarettes every day for 30 years but quit 25 years ago. He drinks a glass of wine every day. Current medications include aspirin, metoprolol, lisinopril, rosuvastatin, omeprazole, and ibuprofen as needed. It has a temperature of 36.4 ° C (97.5 ° F), a pulse of 90 / min, and a blood pressure of 136/88 mmHg. A physical examination revealed no abnormalities. A 12-lead ECG showed Q waves and inverted T waves in lead II, lead III, and AVF. Its beta-type natriuretic protein is 84 picograms / milliliter (N < 125). Which of the following is the best next step for assessing perioperative cardiac risk in this patient?
A. 24-hour ambulatory ECG monitoring
B. Radionuclide myocardial perfusion imaging
C. Echocardiography of the resting state
D. There are no more tests
E. The Treadmill Stress Test",1.36,12,0,1.049
US-00462,gpt-oss:120b,"A 69-year-old male has been brought to the emergency department for acute torn lower back pain that has been present for 12 hours. The pain extends to the side and he described it as 8 out of 10 in severity. He has nausea and has vomited a few times. She has no fever, diarrhea, or urinary symptoms. He felt dizzy when he suddenly stood up and had to keep himself still for about 1 to 2 minutes before he could walk. He has high blood pressure and hyperlipidemia. Two years ago, he underwent right coronary artery bypass grafting after suffering a myocardial infarction. He has smoked one and a half packs of cigarettes daily for forty years and drinks 1 to 2 beers daily. Her current medications include chlorthalidone, atorvastatin, lisinopril, and aspirin. He looks seriously ill. Her temperature is 37.2 ° C (98.9 ° F), pulse is 130 per minute and regular, breathing is 35 per minute, and blood pressure is 80/55 mmHg. Pulse oximetry in room air shows an oxygen saturation of 85%. Examination reveals a pulsating lump in the abdomen. Fluid and high-flow oxygen are initiated in the venous system. The patient died thirty minutes later. Which of the following was the strongest predisposing factor for the condition that caused this patient's death?
A. The advanced age
B. Hyperlipidemia
C. the male gender
D. High blood pressure
E. Smoking",1.32,16,0,1.029
US-00463,gpt-oss:120b,"A 62-year-old male approached the patient because he has had painless swelling in his left leg for 4 months. The swelling was initially accompanied by redness, which has since healed. He did not feel any fever or shivering. His past illnesses include coronary artery disease, hyperlipidemia, and type 2 diabetes mellitus. He has had three sexual partners in the past year and uses condoms infrequently. His mother suffered from rheumatoid arthritis. Current medications include clopidogrel, aspirin, metoprolol, losartan, atorvastatin, and insulin. He is 180 cm (5 ft 11 in) tall and weighs 95 kg (209 lb); BMI is 29 kg / sq. Life expectancy is within normal limits. An examination of the heart does not reveal any abnormalities. Foot examination shows left ankle swelling, medial arch collapse, and clear malleoli. There is no redness or warmth. There is a small, dry ulcer on the plantar surface of the second metatarsal of the left foot. Monofilament tests show decreased sensitivity from both feet to the shin. His speed is normal. Which of the following is the most likely diagnosis?
A. Rheumatoid arthritis
B. Chronic osteomyelitis
C. Calcium pyrophosphate arthropathy
D. Tertiary syphilis
E. Reactive arthritis
F. Diabetic arthropathy",1.14,16,0,1.014
US-00464,gpt-oss:120b,"A 36-year-old woman, Gavida III, para 2.42 weeks pregnant, came to the doctor for labor stimulation. Her pregnancy was without complications. Her two other children were born via compatible vaginas at 41 and 42 weeks, respectively, with no complications. Her only medication is a pre-natal vitamin. He is 165 cm (5 ft 5 in) tall and weighs 86 kg (200 lb); BMI is 33 kg / m2. Its temperature is 36.8 ° C (98.4 ° F), pulse 90 / min, respiration 14 / min, and blood pressure 110/80 mmHg. Tests show nontender, soft uteruses that correspond in size to a 42-week pregnancy. The patient's child is at the highest risk of any of the following complications?
A. Polyhydramnios
B. Acute respiratory distress syndrome
C. Caudal regression syndrome
D. Meconium aspiration
E. Placental abruption",1.11,8,0,0.978
US-00465,gpt-oss:120b,"A 49-year-old male patient came to the doctor because he had fallen many times in the past 6 weeks and had experienced multiple episodes of whiplash. There is no personal or family history of any serious illness. He drinks a pint of rum daily. He works as a foreman in a factory that produces industrial solvents. He is alert and aware of time, place, and person. It has a temperature of 36.7 ° C (98.1 ° F), a pulse of 88 / min, and a blood pressure of 108/70 mmHg. The test shows wide-based gates. The patient is unable to stand with his legs together without support. When he is asked to hold the pen, there is a loud shaking of the hands. Muscle strength and tone are normal in all limbs. The sensation of pain, tremor, and position is correct on both the left and right sides. Rapid alternating movements of the hand are weak. A mental status test showed no abnormalities. Which of the following is the most likely cause of this patient's condition?
A. Korsakoff syndrome
B. Sub-acute concomitant degeneration
C. Methanol poisoning
D. degeneration of the cerebellum
E. Wernicke's encephalopathy",1.54,14,0,1.046
US-00466,gpt-oss:120b,"A 21-year-old woman came to the doctor with a dry cough and some chest tightness for a few weeks to be evaluated. Coughing is more intense at night and during volleyball games. He often sees watery noses and nasal congestion. Her mother has systemic lupus erythematosus. The patient has smoked a pack of cigarettes every day for the past 5 years. He doesn't drink alcohol. His only medication is cetirizine. His vital signs are within normal limits. Pulse oximetry in room air shows that the oxygen saturation is 98%. The rest of the test does not show any abnormalities. Which of the following would be the best next step in management?
A. Spirometry
B. Blood gas analysis
C. Chest X-ray
D. The Methacoline Challenge Test
E. Chest CT scan
F. A laboratory study",1.16,11,0,0.973
US-00467,gpt-oss:120b,"A 66-year-old male has been brought to the emergency department because he developed weakness in his left leg within the past hour. He couldn't get out of bed that morning. His pants were soaked in urine. He has high blood pressure and coronary artery disease. Current medications include enalapril, carvedilol, aspirin, and simvastatin. It has a temperature of 37 ° C (98.6 ° F), a pulse of 98 per minute, and a blood pressure of 160/90 mmHg. The test shows equal pupillae that are responsive to light. The strength of the left lower limb muscle is 2 / 5. The extensor response is seen in the plantar reflex on the left. Decreased sensitivity in the left lower limb. In the mental state test, he knows the time, place, and direction of the person and shows flat emotions. When asked to count backwards from 20, he stopped at 17. When asked to say 10 words beginning with the letter'd ', he paused after two words. Fundoscopy shows no abnormalities. Which of the following is the most likely cause of this patient's symptoms?
A. Normal pressure hydrocephalus
B. Posterior inferior cerebellar artery occlusion
C. Closure of the left middle brain artery
D. Closure of the anterior inferior cerebellar artery
E. Closure of the right middle brain artery
F. Closure of the right anterior cerebral artery
G. right posterior cerebral artery occlusion
H. Closure of the left anterior cerebral artery
I. Temporal lobe encephalitis
J. Hypertensive encephalopathy
K. Closure of the left posterior cerebral artery",1.53,15,0,1.042
US-00468,gpt-oss:120b,"A 17-year-old boy has been showing increasingly withdrawn behaviour for the last two years after his mother brought him to the doctor. His mother reported that during the last 2 or 3 years of high school, her son spent most of his time playing video games in his room. He has no friends and has never had a girlfriend. She usually refuses to attend family dinners and avoids contact with her siblings. The patient says that he prefers to be alone. When asked how important it is for him to play video games, he replies that ""It's okay. ""When his mother starts crying during the darshan, he looks indifferent. Physical and neurological examinations show no other abnormalities. On examination of the mental state, his thought process is well-organized and rational. His emotions are palpable. Which of the following is the most likely diagnosis?
A. Schizotypal personality disorder
B. Schizophreniform disorder
C. Schizoid personality disorder
D. Antisocial personality disorder
E. Avoidant personality disorder
F. Autism spectrum disorder
G. Social Anxiety Disorder
H. Internet gaming disorder
I. Paranoid personality disorder",0.96,11,0,1.016
US-00469,gpt-oss:120b,"A 17-year-old girl comes to the doctor for a scheduled colonoscopy. He was diagnosed with familial adenomatous polyposis at age 13. Last year, his flexible sigmoidoscopy showed 12 adenomatous polyps (< 6mm) that had been removed endoscopically. Her father and paternal grandmother were diagnosed with colon cancer at the ages of 37 and 39, respectively. The patient appears nervous but is otherwise healthy. His vital signs are within normal limits. No abnormalities were found in the test. Serum concentrations of CBC and electrolytes, urea nitrogen, and creatine are in the reference range. Colonoscopy has covered hundreds of extensive 4 - 9 mm adenomatous poly colons and has shown > 30 rectal adenomas. Which of the following would be the best next step in management?
A. Colonoscopy at 6 months
B. Endoscopic biopsy of the polyp
C. Sulindac Therapy
D. Proctocolectomy with ileoanal anastoma
E. Folinic acid (leucovorin) + 5-fluorourecil + oxaliplatin therapy
F. CT scan of the abdomen with contrast",1.39,10,0,0.956
US-00470,gpt-oss:120b,"A 45-year-old male came to the doctor for evaluation with painful swallowing and retrosternal pain for the past 2 days. He has recently been diagnosed with HIV infection, for which he is now receiving tenofovir, emtricitabine, and raltegravir. There is no family history of severe disease. He smoked a pack of cigarettes every day for the past 20 years. He drinks 2 to 3 beers every day. He does not use illegal drugs. Life signs are within normal limits. Physical examination of the oral cavity showed no abnormalities. The patient has a CD4 + T-lymphocyte count of 80 / mm3 (normal ≥ 500). Practical treatment is started. Two weeks later, he reported no improvement in his symptoms. Oesophageogastroduodenoscopy is performed, and a series of clearly delimited, rounded, superficial ulcers are seen in the upper oesophagus. Which of the following is the most likely underlying cause of this patient's symptoms?
A. Herpes simplex virus infection
B. Adverse effects of the drug
C. Temporal lower esophageal sphincter relaxation
D. Allergic inflammation of the esophagus
E. Degeneration of inhibitory neurons within the myenteric plexus
F. dilated esophageal spasm
G. Candida species infection
H. Cytomegalovirus infection",1.41,13,0,1.008
US-00471,gpt-oss:120b,"A 33-year-old nulliparous woman comes to the doctor because her menstrual flow and duration have increased for 5 months. Menstruation previously occurred at regular 32-day intervals and lasted 4 days with normal flow. Now they last 10 days and the flow is heavy, with blood clots. During this time, he has dyspareunia and cyclical low abdominal pain. Her mother died at the age of 58 from cervical cancer. His BMI is 31 kg / m2. Her temperature is 37 ° C (98.6 ° F), pulse is 86 per minute, and blood pressure is 110/70 mmHg. Pelvic examination shows an asymmetrically large, lumpy uterus that is similar in size to a 12-week pregnancy. A urine pregnancy test came back negative. Which of the following is the most likely cause of these patient outcomes?
A. Endometrial tissue in the ovaries
B. Endometrial tissue in the wall of the uterus
C. Excess levels of serum androgens
D. Benign tumors of the myometrium
E. Cancerous transformation of endometrial tissue
F. Inflammation of the endometrium
G. Abnormal thickening of the endometrial tissue
H. Pedunculated endometrial knot
I. Cancerous growth of trophoblasts",1.16,10,0,0.986
US-00472,gpt-oss:120b,"A 3-year-old girl has been brought to the patient because she has a 3-day fever, cough, and purulent nasal discharge. He has experienced a total of 7 similar episodes in the previous 2 years, each lasting 2 - 5 days. Additionally, over the past year she has complained of intermittent abdominal cramps and recurrent episodes of bad-smelling fatty diarrhea. His height is 55th percentile and weight is 35th percentile. Temperature 38.9 ° C (102 ° F), pulse 100 per minute, respiration 24 per minute, blood pressure 110/60 mmHg. Physical examination shows reddish oropharynx without exudate and sensitivity over the frontoethmoidal sinus. The abdomen is swollen, insensitive, and tympanitic at percussion. The bowel sounds have increased. Rectal microscopy shows pear-shaped multi-flagellated organelles. This patient is at increased risk for any of the following?
A. Progressive lateral neuropathy
B. Lymphoid hypopraxia
C. Anaphylactic transfusion reaction
D. cutaneous granuloma
E. Non-Hodgkin lymphoma
F. diffuse tuberculosis",1.1,10,0,1.002
US-00473,gpt-oss:120b,"A 2-year-old boy has been brought to the doctor for evaluation with fever, shortness of breath, and a cough from last week. In the past year, he has had four sinus infections, three upper respiratory tract infections, and an episode of acute bronchiolitis requiring hospitalization. Since birth, she has had oral thrush many times treated with nystatin, as well as chronic diarrhea and growth failure. Its temperature is 38 ° C (100.4 ° F), pulse is 130 per minute, respiration is 38 per minute, and blood pressure is 106/63 mmHg. Pulse oximetry in room air shows that oxygen saturation is 88%. Pulmonary hearing tests show bilateral crackles and whistling sounds. Tests showed the presence of a bright nasal bridge, short nasal lobes (wings), short chins, and malformed ears. Excessive lung airflow, interstitial infiltrates, and atelectasis can be seen on X-ray chests. Nasopharyngeal aspirate test positive for respiratory syncytial virus (RSV). This patient is most likely to have a deficiency in which of the following?
A. B cell
B. Complement elements C5-C9
C. T cells
D. Immunoglobulin A
E. The interleukin-12 receptor
F. B and T cells
G. Leukocyte adhesion",1.39,10,0,0.999
US-00474,gpt-oss:120b,"A cohort study was conducted to investigate the effect of post-traumatic stress disorder (PTSD) on asthma symptoms in a group of firefighters working at Ground Zero during the September 11, 2001 terrorist attacks in New York City, who developed asthma in the aftermath of the attacks. The study compared patients with PTSD to those without PTSD to see if PTSD was associated with worse asthma control. During the 12-month follow-up period, the researchers found that patients with PTSD had a higher number of hospitalizations for asthma attacks (RR = 2.0, 95% confidence interval = 1.4-2.5), after adjusting for clinical comorbidity, psychiatric comorbidity without PTSD, and socio-demographic variables. The results are shown: ≥ 1 asthma attack No asthma attacks PTSD 80 80 No PTSD 50 150 Based on these results, how much of the asthma hospitalizations in PTSD patients can be attributed to PTSD?
A. 2. 0
B. 0. 25
C. 3. 0
D. 0.5
E. 4. 0",1.77,8,0,0.946
US-00475,gpt-oss:120b,"A 40-year-old male approached the patient because he had a two-year history of slow-growing asthma. He smoked a half-pack of cigarettes every day for ten years, but stopped eight years ago. His pulse is 72 per minute, blood pressure 135/75 mmHg, and respiratory rate is 20 per minute. Examination shows an increase in the front-to-back radius of the thorax. Reduced breath sounds can be heard in thoracic auditions. Chest X-rays show a broadening of the intercostal space, flattening of the diaphragm, and additional transparency at the base of the lungs on both sides. This patient's condition puts him or her at the highest risk for which of the following conditions?
A. Antineutrophil cytoplasmic antibody-positive vasculitis
B. Hepatocellular carcinoma
C. Bronchiolitis obliterans
D. Inflammatory bowel disease
E. IgA nephropathy
F. Pulmonary fibrosis
G. Bronchogenic carcinoma",1.77,7,0,1.054
US-00476,gpt-oss:120b,"A 50-year-old woman visits the doctor because she has occasional pain and numbness in her right hand for 6 weeks. He has pins-and-needles feelings that increase at night and decrease when he shakes hands. He also suffers from periodic left knee pain throughout the day. He has a history of high blood pressure which is controlled with lisinopril. He takes over-the-counter medications for constipation. His BMI is 35 kg / m2. Her mother has a history of rheumatoid arthritis. He looks tired. His pulse is 57 / min and blood pressure is 120/75 mmHg. The physical exam has normal range of motion in the wrists and fingers. The sensation of light touch on the thumb and index finger is reduced. Thena does not have muscle atrophy. The deep tendon reflex is 1 + and there is mild swelling in the leg. Which of the following treatments is likely to be most beneficial to the patient?
A. L-thyroxine
B. methotrexate
C. Ibuprofen
D. Surgical decompression
E. Oral prednisone",1.33,14,0,1.015
US-00477,gpt-oss:120b,"A 4-year-old African-American girl has been brought to the doctor for multiple episodes of bilateral pain in her leg, which has been ongoing for the past 4 months. The pain is crampy in nature, lasts for a maximum of one hour, and mainly occurs before bedtime. Sometimes he wakes up crying because of the intense pain. Her mother massaged her legs and the pain subsided. There is no pain during school or sports. The mother has rheumatoid arthritis. The patient's temperature is 37 ° C (98.6 ° F), pulse is 90 / min, and blood pressure is 94/60 mmHg. A physical examination revealed no abnormalities. Her haemoglobin concentration is 12.1 g / dl, leukocyte count is 10,900 / mm3, and platelet count is 230,000 / mm3. Which of the following would be the best next step in management?
A. Antinuclear antibodies
B. Erythrocyte sedimentation rate
C. Hemoglobin electrophoresis
D. Pramipexole therapy
E. Nafsilin therapy
F. Vitamin D therapy
G. X-ray of the lower limb
H. MRI of the lower limb
I. providing reassurance",1.51,10,0,1.031
US-00478,gpt-oss:120b,"Admitted to the hospital 2 days later due to acute peripartum vaginal bleeding during home birth, a 40-year-old woman, Gravida 3, para 3, became unconscious after a 30-second general convulsive seizure. Before the incident, he complained of sudden sweating and uncontrollable shivering. He was hemodynamically unstable and required several litres of intravenous fluids and 5 units of packed red blood cells in the ICU. The patient had two prior pregnancies, aged 33 and 35, without complications. He is otherwise healthy. Her only medication before admission was a daily pre-natal vitamin. Temperature 37.5 ° C (99.5 ° F), pulse 120 per minute, respiratory rate 18 per minute, blood pressure 101/61 mmHg. Pulse oximetry in room air shows an oxygen saturation of 96%. The test shows very little milk release from the breast on either side. The finger-stick glucose level is 36 milligrams per deciliter. Which of the following is the most likely underlying cause of this patient's condition?
A. Adrenal hemorrhage
B. Lactotrophic adenoma
C. Hypoactive thyroid
D. Pituitary ischemia
E. Hypothalamic infarction",1.47,11,0,0.977
