item_id,translator,back_en,seconds
US-00361,gpt-oss:120b,"A 47-year-old male approached the patient as he had been coughing, wheezing, and producing large amounts of phlegm daily for the past 7 weeks. He has had frequent respiratory infections over the past few years. Current medications include dextromethorphan and guaifenesin, if needed. He doesn't smoke cigarettes. Its temperature is 37.1 ° C (98.8 ° F), pulse 88 / min, respiration 21 / min, blood pressure 133/84 mmHg. Pulse oximetry in indoor air shows an oxygen saturation of 95%. Widespread crackling and wheezing can be heard in the lung fields on either side. A CT scan of the chest is shown. Which of the following complications is the patient at the highest risk for?
A. Damage to the bronchial blood vessels
B. Rhizopus infection
C. rupture of the pulmonary bleb
D. Parenchymer dysplasia of the lungs
E. Neoplastic growth of pleural cells
F. dysfunction of the left ventricle",1.25
US-00362,gpt-oss:120b,"A 35-year-old woman has been coming to the doctor for the past two months with blurred vision. He is experiencing difficulty in chewing and swallowing during this period. She reported that her symptoms increased over the course of the day and decreased with rest. There is no personal or family history of serious illness. The patient works as a teacher and has been under a lot of stress lately. He does not smoke and occasionally drinks a glass of wine. He is not taking any medication. Its temperature is 37 ° C (98.6 ° F), pulse 68 / min, blood pressure 130/80 mm Hg. Physical examination reveals bilateral ptosis and a mask-like face. Muscle strength in both lower limbs is reduced. The anti-acetylcholine receptor (AChR) antibody test was positive. Decriminal response is seen after repeated nerve stimulation on electromyography. Which of the following is the best next step in patient management?
A. Serum ACTH and CRH levels
B. Physostigmine therapy
C. Plasmapheresis
D. CT scan of the chest
E. Anti-VGCC antibody levels
F. The Tensilon test",1.56
US-00363,gpt-oss:120b,"A 28-year-old woman is visiting the doctor because she has tested positive for pregnancy at home. He is experiencing nausea and has vomited several times in the past week. The frequency of his urination has increased during this period. He is sexually active with his girlfriend and uses condoms infrequently. Her last menstrual period was 5 weeks ago. A physical examination revealed no abnormalities. Urine pregnancy test is positive. High-grade squamous intraepithelial lesions were found on Pap smears. Cervical intraepithelial neurosis is grade II and III on colposcopy. Which of the following is the best next step in the management of this patient?
A. Reassessment with cytology and colposcopy 6 weeks after birth
B. Colposcopy and cytology once every 6 months for 12 months
C. Endo-cervical curettage
D. Performing loop electrosurgical excision (LEEP)
E. Diagnostic excisional process",1.47
US-00364,gpt-oss:120b,"A 29-year-old woman is seeing a doctor because she has been experiencing intermittent dark urine and mild back pain for the past two days. Additionally, he has noticed coughing, sore throat, and runny nose over the past five days. There was no burning sensation when he urinated. He does not take any medications and has no known allergies. Its temperature is 37 ° C (98.6 ° F). Examination of the back revealed no sensitivity to the costovertebral angle. Laboratory results: hemoglobin 10.4 g / dL, white blood cell count 8,000 / mm3, platelet count 200,000 / mm3; serum Na + 135 mEq / L, K + 4.9 mEq / L, Cl-101 mEq / L, HCO3-22 mEq / L, urea nitrogen 18 mg / dL, creatinine 1.1 mg / dL; urine color yellow, blood 3 +, protein 1 +, leukocyte esterase negative. Kidney and bladder ultrasound showed no abnormalities. Which of the following is the most likely cause of the patient's symptoms?
A. Interstitial kidney inflammation
B. Kidney papillary necrosis
C. Kidney glomerular damage
D. Ischemic tubular injury
E. Kidney stones in the pelvis
F. Urothelial neoplasia",3.43
US-00365,gpt-oss:120b,"Two days after delivery, a newborn develops yellow discharge in the red, irritated eye. She was born to a 28-year-old woman at 39 weeks gestation, gravida 1, para 1. The pregnancy and delivery were without complications. The mother had not seen her gynecologist since the first pre-natal visit. The newborn has a temperature of 37.2 ° C (99.0 ° F), pulse 140 / min, respiration 42 / min, and blood pressure 73/53 mm Hg. Eye examinations show swelling of the eyelids, conjunctiva injection, and abundant yellow mucopurulent discharge from the right eye. There are no corneal ulcers or signs of keratitis. Fundascopic examination is normal. The diagnosis is confirmed and appropriate treatment is provided. Which of the following could have prevented this patient's condition the most?
A. Giving oral erythromycin to a child
B. Giving IV ceftriaxone to a child
C. Applying topical erythromycin to the baby
D. Giving oral doxycycline to the mother
E. Giving oral amoxicillin to the mother",1.39
US-00366,gpt-oss:120b,"A 25-year-old woman is brought to the emergency department by her girlfriend after she cuts the bottom of her elbow with a knife. He has been to the emergency department multiple times in the past few months for self-inflicted damage. He claims that his girlfriend is the worst person in the world. He and his girlfriend have broken up 20 times in the last 6 months. He says the reason he cut himself is not suicide; he is feeling lonely and empty and wants his girlfriend to take care of him. His girlfriend claims he is prone to outbursts of physical aggression and mood swings. He says these mood swings last for hours and vary from euphoria and confidence to states of self-control and depression. On examination, the patient appears well dressed and calm. His words, thought process and content are natural. Which of the following is the most likely diagnosis?
A. Bipolar I disorder
B. narcissistic personality disorder
C. Hysteric personality disorder
D. Cyclothymic disorder
E. Antisocial personality disorder
F. Dependent personality disorder
G. Bipolar II Disorder
H. Borderline personality disorder",1.01
US-00367,gpt-oss:120b,"A 22-year-old first-time pregnant woman, who is 12 weeks into her pregnancy, came to the doctor with a few hours of abdominal cramping and a large vaginal blood clot. Its temperature is 36.8 ° C (98.3 ° F), pulse 75 / min, blood pressure 110/65 mmHg. The uterus is the size that corresponds to 12 weeks of pregnancy. The speculum test shows a blood clot between the open orifice in the civix and the vaginal vault. Transvaginal ultrasound shows the empty uterine sac (gestational sac). The patient is concerned about the invasive procedure. Which of the following is the best next management step?
A. Dilation and curettage
B. Expectancy-based (wait) management
C. Methotrexate therapy
D. Cervical Circulation
E. Continuous beta-hCG measurement
F. Oxytocin therapy",1.29
US-00368,gpt-oss:120b,"A 78-year-old male has been brought to the emergency department because he has had a productive cough, leg and ankle swelling, and fatigue for three weeks. For the past two months, he has been experiencing gradual shortness of breath from physical exertion. Twelve years earlier, he had undergone a pig heart valve transplant for acute mitral valve regurgitation. He has coronary artery disease, type 2 diabetes mellitus, and high blood pressure. He smoked a pack of cigarettes a day for 60 years and drank a beer daily. Current medications include aspirin, simvastatin, ramipril, metoprolol, metformin, and hydrochlorothiazide. He's showing white. He is 179 cm (5 ft 9 in) tall and weighs 127 kg (279.9 lb); BMI is 41.3 kg / m2. Temperature 37.1 ° C (98.9 ° F), respiration 22 per minute, pulse 96 and blood pressure 146/94 mmHg. The basilar rails on either side can be heard in the auditory of the lungs. Cardiac examination shows the apical heartbeat shifted laterally. The grade 3 / 6, decrescendo-crescendo diastolic murmur is heard at the apex. There is a two-sided pitting edema in the legs and ankles. The rest of the tests show no abnormalities. Which of the following is the most likely cause of the patient's symptoms?
A. Infectious endocarditis
B. Chronic obstructive pulmonary disease (COPD)
C. Pneumonia
D. Valve degradation
E. Lung embolism",1.35
US-00369,gpt-oss:120b,"An otherwise healthy 52-year-old male patient was visited for a two-month history of palpitations. He says he can feel his heart beating in his chest all the time. For the past three weeks, physical exertion has caused shortness of breath. He had no chest pains, arthropnea, or nighttime shortness of breath. He migrated to Bangladesh from Nepal at the age of 25. He is not taking any medication. It has a temperature of 36.5 ° C (97.7 ° F), a pulse of 103 / min, and a blood pressure 138/56 mm Hg. The lungs are clear when listening. Heart tests have been shown. Which of the following is the most likely diagnosis?
A. Mitral valve regurgitation
B. Pulmonary valve stenosis
C. Aortic valve regurgitation
D. tricuspid valve stenosis
E. tricuspid valve regurgitation
F. Aortic valve stenosis
G. Pulmonary valve regurgitation
H. mitral valve stenosis
I. Mitral valve prolapse",1.15
US-00370,gpt-oss:120b,"A 60-year-old male came to the emergency department because of periodic shortness of breath and heart rhythm abnormalities over a three-day period. These episodes occur uncontrollably and randomly. A day earlier, he felt lightheaded while walking and suddenly sat down to avoid vomiting. He has high blood pressure and coronary artery disease. A cardiac catheterization five years ago showed the left anterior descending artery was blocked, and he has had stents placed. Current medications are aspirin, metoprolol, lisinopril, and clopidogrel. He does not drink alcohol or use any illegal drugs. He smoked a half-pack of cigarettes a day for 20 years. He looks healthy. Its temperature is 37 ° C (98.6 ° F), pulse 136 / min, respiration 18 / min, blood pressure 110/85 mm Hg. There is no abnormal sound in the lungs. Examination of the heart shows rapid and irregular rhythms. An ECG is done after a short period of time. Which of the following is the most likely cause of this patient outcome?
A. Delays in atrioventricular transport
B. Anterior ventricular contraction
C. Abnormal transport by auxiliary route
D. Abnormal automatism in the ventricles
E. Autologous degeneration of the sinoatrial node
F. Isolation of the atria and ventricles
G. Travelling atrial pacemaker",1.36
US-00371,gpt-oss:120b,"A 68-year-old woman is brought to the emergency department by her husband because of a sudden confusion and weakness in her left leg that lasts about 30 minutes. An hour before he was admitted, he was unable to understand words and spoke for about 15 minutes with his throat slit. He has type 2 diabetes mellitus and hypertension. He smoked a pack of cigarettes every day for 30 years. Current medications include metformin and hydrochlorothiazide. Its pulse is 110 beats / min and irregular; blood pressure 135/84 mmHg. The test shows cold extremities. Light murmurs can be heard above the left carotid artery. Cardiac examination shows grade 2 / 6 late systolic ejection murmurs that begin with a midsystolic click. There are no abnormalities on neurologic and psychiatric examinations. The ECG shows irregular QRS complexes, with no apparent P-wave. Doppler ultrasound shows mild stenosis of the left carotid artery. CT scans and diffusion-weighted MRIs of the brain show no abnormalities. Which of the following treatment options is most likely to prevent future episodes of neurological dysfunction in this patient?
A. Atorvastatin
B. Enalapril
C. Carotid endarterectomy
D. Warfarin
E. Alteplage
F. Aspirin
G. Clopidogrel
H. Aortic valve replacement",1.61
US-00372,gpt-oss:120b,"A 16-year-old boy comes to the doctor with fatigue from the past month. He says his energy levels are low and he spends most of his time at home. There is no desire to meet friends. He previously enjoyed playing football and going to the shooting range with his father, but has recently lost interest in these activities. The difficulty is due to attention problems at school. He has a poor appetite and has trouble sleeping. He is considering ending his life, but has no specific plans. He lives with his parents, who often quarrel over financial issues. Don't smoke. Drink 2 to 3 cans of beer on the weekends. There is no illegal drug use. Do not take any medications. Its vital signs are within normal limits. In the examination of mental states, he is aware of person, place, and time. Physical examination does not show any abnormalities. In addition to appropriate medication, which of the following would be the best next step in management?
A. Recommend family therapy
B. Contact Child Protective Services.
C. Suggest that you stop drinking alcohol
D. being admitted to the hospital
E. Tell the local police.
F. Reassure the patient that he or she will feel better soon
G. Instruct parents to remove their guns from the house",1.53
US-00373,gpt-oss:120b,"A 32-year-old woman, gravida 2, para 1, was hospitalized 30 minutes after spontaneously rupturing the membrane at 38 weeks of gestation. Her pregnancy was complicated by gestational diabetes which was treated with insulin. Her first child was born vaginally. His vaccination is up to date. She delivered the baby without any complications by Caesarean section after 16 hours of no progress. Fourteen hours after birth, she is experiencing body aches and heat. She has to change her perineal pads every 2 to 3 hours. There is especially abdominal cramping during lactation. He has urinated four times since birth. He looks uncomfortable. Its temperature is 37.9 ° C (100.2 ° F), pulse 85 / min, respiration 18 / min, and blood pressure 115/60 mm Hg. The abdomen is soft, hollow, and insensitive. The suprapubic transverse incision is healing, with no reddish spots or discharge. A firm, insensitive uterine fundus can be touched at the level of the umbilicus. There is bright red blood in the perineal pad. The breasts are swollen and sensitive, with no red spots or tactile tumors. Which of the following is the best next management step?
A. Dilation and curettage
B. CT scan of the abdomen and pelvis with contrast
C. Pelvic ultrasound
D. Hysterectomy
E. Intravenous clindamycin and gentamicin administration
F. Observation",2.23
US-00374,gpt-oss:120b,"A 47-year-old male came to the doctor experiencing gradual fatigue over the past four months. He reported shortness of breath and attention deficit. His friends said he was showing off to Phi. He smoked a pack of cigarettes every day for the last 20 years. Don't drink alcohol. His vital signs are within normal limits. Neurological tests show less sensation of light touch and pinpricks on both toes. The results of the laboratory: Hemoglobin 8.2 g / dL Mean corpuscular volume 108 μm3 White blood cell count 4,200 / mm3 Serum thyroid-stimulating hormone 2.6 μU / mL Iron 67 μg / dL Vitamin B12 (cyanocobalamin) 51 ng / L (N = 170-900) Folic acid 13 ng / mL (N = 5.4-18) An oral radiolabeled vitamin B12 dose is given, followed by intramuscular injection of non-radioactive vitamin B12. A 24-hour urine sample is collected and the vitamin B12 level in the urine remains unchanged. The procedure is repeated, but this time the oral intrinsic factor is added, resulting in increased levels of vitamin B12 in the urine over 24 hours. Which of the following conditions is the patient most at risk for?
A. Type 2 diabetes mellitus
B. Colorectal carcinoma
C. Celiac disease
D. D-quervain thyroiditis
E. Gastric carcinoma
F. Pancreatic carcinoma",1.9
US-00375,gpt-oss:120b,"A 61-year-old woman with a history of stage IV pancreatic cancer came to the emergency department with insomnia and overwhelming midepigastric pain. The pain lasted for months but has been increasing in the last few weeks although he is already taking Hydrocodone 10 মি.গ্রা and Ibuprofen 400 মি.গ্রা. He has a history of chronic pain and major depressive disorder. In the past month, he has increased his use of pain medication, taking it two to four times a day. His other medications include venlafaxine and eszopiclone. He described his mood as low, but said there were no suicidal thoughts. He looks tired and a little cachectic. Its temperature is 36 ° C (96.8 ° F), pulse 100 / min, blood pressure 128/65 mmHg mercury. Physical examination shows a lump in the midepigastric region. Which of the following is the best next management step?
A. Stopping hydrocodone and ibuprofen and starting IV ketorolac
B. Switching from hydrocodone to hydromorphone
C. Providing regional block of the celiac plexus using lidocaine
D. Converting eszopiclone to zolpidem
E. Allow the patient to take hydrocodone and ibuprofen every four hours",1.63
US-00376,gpt-oss:120b,"A 60-year-old male has been brought to the emergency department with a fever and increasing confusion over the past two days. He has a history of paranoid schizophrenia and high blood pressure. He is currently receiving chlorpromazine and amlodipine. The patient appears to be ill. He is not aware of the time, place, or person. Temperature 40 ° C (104 ° F), pulse 130 / min, respiration 29 / min, and blood pressure 155/100 mm Hg. Sweating can be seen on examination. The muscle tone has increased on both sides. The deep tendon reflex is 1 + on both sides. Neurological tests show psychomotor arousal. He is unclear. The lungs are clear of breath. The throat is soft. The stomach is soft and insensitive. Serum laboratory analysis showed a white blood cell count of 11,300 / mm3 and a creatine kinase concentration of 833 U / L. Which of the following is the most appropriate primary pharmacotherapy?
A. Dantrolene
B. Clozapine
C. Cyproheptadine
D. Acyclovir
E. Fisstigmin
F. Propranolol
G. Vancomycin",1.23
US-00377,gpt-oss:120b,"A 38-year-old woman came to the doctor with frequent headaches and blurred vision. She also complained of weight gain, menstrual irregularities, and excess body hair. She says that for the first time since she was 18, her shoes and ring sizes have increased, as well as her voice. He does not smoke or drink and is not taking any medications. Vital signs are within normal limits. Physical examination shows clear frontal bossing, protuberant mandibles with gaps between the teeth, and large limbs. The serum results: Na + 140 mEq / L Cl-102 mEq / L K + 4.1 mEq / L Ca2 + 10.6 mg / dL Phosphorus 4.7 mg / dL Glucose 180 mg / dL Which of the following is the most likely outcome of the patient's condition?
A. Storage in the heart muscle of mycoplycerides
B. An increase in sympathetic activity
C. Increased thickness of the coronary artery wall
D. Reduced blood vessel tone
E. Longevity of the QT interval on the ECG
F. Decreased output of the heart",1.22
US-00378,gpt-oss:120b,"A 28-year-old first-time pregnant woman came to the doctor at 27 weeks gestation with a recurrent urge to urinate, a burning sensation in the urine, back pain, and nausea. There are no complications in her pregnancy so far. The glucose tolerance test at 25 weeks was normal. She is sexually active with her husband. Her only medication is pre-natal vitamins. Pulse 90 / min, respiration 16 / min, and blood pressure 125/75 mm Hg. Physical examination shows clear sensations in the costovertebral area on the right side. A pelvic exam shows the uterus is equivalent to 27 weeks. The urine dipstick tested positive for leukocyte esterase and nitrites. Urine will be subjected to bacterial culture. Which of the following changes is likely to have caused the patient's condition?
A. Decreased tone of the smooth muscle of the urethra
B. an increase in body temperature
C. An increase in the density of urine
D. Decreased amount of urine
E. An increase in the pH of the urine
F. Decreased concentration of glucose in the urine",1.51
US-00379,gpt-oss:120b,"A 3-year-old boy has been brought to the patient's doctor because he has a four-week history of general fatigue and discomfort. She was born with a full pregnancy and has been healthy ever since. Her mother has a history of recurrent anemia. The patient is white. The temperature is 37 ° C (98.6 ° F) and the pulse is 97 / min. On examination, white eyes and pallor are seen. The abdomen is soft and inconspicuous; the spleen is palpable 3 - 4 cm below the left costal margin. The results of the laboratory: Hemoglobin 9.3 g / dL Mean corsicular volume 81.3 μm3 Mean corsicular hemoglobin concentration 39% Hb / cell Leukocyte count of 7300 / mm3 Platelet count 200,000 / mm3 Red cell distribution width 19% (N = 13-15) Which of the following is most likely to confirm the diagnosis?
A. Fluorescent Spot Test
B. Direct antiglobulin test
C. Eosin-5-malamide binding test
D. Hemoglobin electrophoresis
E. Indirect antiglobulin test
F. Peripheral smear
G. Flow cytometry for CD55 and CD59 analysis",1.35
US-00380,gpt-oss:120b,"A 31-year-old woman was brought to the emergency department because she had been experiencing right temporal headache, conjunctival swelling, and bulging of the front of the left eye for an hour. The patient reported purulent nasal discharge and nasal congestion on the right side for the past two days. There is no personal or family history of serious illness. The patient does not smoke and does not drink alcohol. He is not taking any medication. He appears to be in severe pain. His body temperature was 40 ° C (104 ° F), pulse 105 / min, blood pressure 125/80 mmHg. The test showed bilateral ptosis. The pupils are equal and reactive to light; there are limitations to the lateral vision of the left eye. Eye examinations show pari-orbital edema and chemosis in the left eye. The rest of the tests found no abnormalities. What is the most likely necessary treatment for the patient?
A. Timolol Eye Drops
B. Oral warfarin
C. Oral clindamycin and amoxicillin
D. Intranasal sumatriptan
E. Surgical debridement
F. Intravenous vancomycin, ceftriaxone, and metronidazole
G. Intravenous dehydroergotamine",2.2
US-00381,gpt-oss:120b,"A 68-year-old woman has been coming to the doctor with increasing fatigue and shortness of breath for two weeks. He has been urinating very little in the last few days. At the same time, he has noticed that his legs are abnormally swollen for several hours each morning. He had a sore throat three weeks ago that healed automatically in a few days without any antibiotics. He has been suffering from low back and thoracic pain for six months and takes ibuprofen daily. Her only other medication is laxatives for constipation, which she first started using eight months ago. Her sister has systemic lupus erythematosus. Its temperature is 37.9 ° C (98.9 ° F), pulse 110 / min, respiration 22 / min, blood pressure 150/100 mm Hg. Examination reveals pedal edema and conjunctival pallor. There is pain when pressing on the lumbar spine and the right eighth rib. Cardiac examination shows no anomaly. The results of the lab: Hemoglobin 9.8 mg / dL Serum urea nitrogen 50 mg / dL Creatinine 2.8 mg / dL Calcium 12.9 mg / dL Protein negative in urine Blood Negative Which of the following is the most likely underlying cause of the patient's symptoms?
A. double-stranded DNA antibodies
B. Hypersensitivity reaction
C. antiglomerular basement membrane antibody
D. AL amyloid deposits in the kidneys
E. Immunoglobulin light chain
F. Reduced cardiac ejection fraction
G. Streptococcal antibodies",2.21
US-00382,gpt-oss:120b,"A 23-year-old woman came to the doctor because she had been experiencing increasing pain and swelling in her hands and wrists for the past 3 days. He is unable to perform everyday tasks such as writing or driving. He has had a normal rash consisting of non-dandruff for 4 days. A week ago, there was a fever and a runny nose, which was cured with over-the-counter medication. She is sexually active with a man and uses condoms irregularly. He works as an attendant at an amusement park. Its temperature is 37.1 ° C (98.8 ° F), pulse 90 / min, blood pressure 118/72 mm Hg. Examination reveals swelling and sensitivity in the wrist and metacarpophalangeal and proximal interphalangeal joints. Wrist movement is limited. Lacy-like macular rash can be observed on the trunk and limbs. The remaining tests show no abnormalities. Lab tests including erythrocyte sedimentation rate, anti-nuclear antibodies, and anti-dsDNA serology found no abnormalities. Which of the following is the most likely diagnosis?
A. Parvovirus arthritis
B. Systemic lupus erythematosus
C. Reactive arthritis
D. diffuse gonococcal disease
E. Psoriatic arthritis
F. Rheumatoid arthritis",1.43
US-00383,gpt-oss:120b,"A 46-year-old woman visits a doctor for a routine health maintenance exam. He's feeling good. He has a history of epilepsy controlled with levetiracetam. He has needed glasses for the past 13 years. His father died of pancreatic cancer. He is 175 cm (5 ft 9 in) tall and weighs 79 kg (174 lb); his BMI is 25.80 kg / m2. Vital signs are within normal limits. A photo of the face is shown. Which of the following conditions is most likely to increase the risk of this patient?
A. Optic glioma
B. Pneumocystis pneumonia
C. Squamous cell carcinoma
D. Stomach cancer
E. early glaucoma
F. Coronary artery disease
G. Kidney angiomyolipoma",1.16
US-00384,gpt-oss:120b,"A 58-year-old male patient came to the doctor with irritating pain in the neck and arms for over a year. At the same time, he has paresthesia in his hands. Over the past three months, the strength of both hands has steadily declined. He is a patient of type 2 diabetes mellitus, hypercholesterolemia, and hypertension. Three years ago, there was a car accident. He is currently receiving metformin, sitagliptin, enalapril, atorvastatin, and aspirin. Has had a total of 7 sexual partners in his life; uses condoms infrequently. He is aware of time, space, and personal identity. All vital signs on physical examination are within normal limits. The pupillae are uniform and reactive to light. Examination of the upper limb shows fasciculations with decreased muscle strength, missing reflexes, and decreased hand grip on both sides. There is no feeling of temperature and pain in the chest and both upper arms. Vibration and joint position sensations are present in the upper limb. Cranial nerve tests do not show any local results. Examination of the lower limb is normal. Which of the following is the most likely diagnosis?
A. Tabes dorsalis
B. Cervical disc prolapse
C. Amyotrophic lateral sclerosis (ALS)
D. Brown-Séquard syndrome
E. Multiple sclerosis
F. Subacute Combined Degeneration
G. Syringomyelia",1.3
US-00385,gpt-oss:120b,"A 71-year-old man is brought to the emergency department by his wife because of increasing confusion, weakness, and vomiting within a day. He vomited five times and had blurred vision; he told his wife ""Everything looks different. ""He cannot remember his wife's name or their address. His wife reported that the dosage of his medication had been changed due to a worsening of the tibial edema a week earlier. He has congestive heart failure, atrial fibrillation, hypothyroidism, and osteoarthritis. Current medications include rivaroxaban, metoprolol, digoxin, levothyroxine, spironolactone, and furosemide. Its temperature is 36.7 ° C (98 ° F), pulse 56 / min, blood pressure 98/68 mm Hg. He is confused and only knows the person. There are no focal findings on neurological examination. The belly is soft, there is a touch of pain in both lower quarters but there is no guarding or rebound. Both ankles have 1 + pitting edema. What would be the most likely ECG result for this patient?
A. Higher (Peak) T-Wave
B. Mobitz type 2 atrioventricular block
C. Low QRS voltage
D. Prolonged QT interval
E. Increased P-R Interval",1.34
US-00386,gpt-oss:120b,"A 37-year-old woman is seeing a doctor because she has been experiencing rapid heartbeat and diarrhea for the past two weeks. He lost 2.3 kg (5 lb) in the last month. His appetite has not changed. There is no history of serious illness. He works as an accountant and has been under a lot of pressure lately. He is not taking any medication. He's showing white. Its temperature is 37.8 ° C (100.1 ° F), pulse 110 / min, respiration 20 / min, blood pressure 126/78 mm Hg. Cardiofus tests do not show any abnormalities. The abdomen is soft and insensitive. There are tremors in the outstretched arms of both hands and a tactile thyroid nodule in the left lobe. Blood tests show a thyroid stimulating hormone (TSH) level of 0.03 μU / mL and a thyroxine level of 28 μg / dL. Radioactive iodine uptake scans showed an increase in a 3 cm encapsulated nodule in the left lower lobe and a decreased uptake in the remaining glands. Which of the following is the most likely diagnosis?
A. Thyroid storm
B. Riedels thyroiditis
C. Papillary carcinoma
D. Graves'disease
E. Toxic adenoma
F. Goitre",1.37
US-00387,gpt-oss:120b,"A 5-year-old boy has been brought to the doctor by his mother, where bleeding has increased over the past 3 weeks. The mother reported that the patient had nosebleeds twice in the last week that stopped automatically within a few minutes. The boy is a full-term baby and only had a gastroenteritis episode 5 weeks ago, which he recovered from without any treatment. The patient is 48th percentile in height and 43rd percentile in weight. She looks healthy and well-nourished. Its temperature is 36.5 ° C (97.7 ° F), pulse 100 / min, blood pressure 100/65 mm Hg. Some diffuse petechiae are seen on the trunk and back. The rest of the tests show no abnormalities. Laboratory results: hemoglobin 12.5 g / dL, MCV 88 μm3, white blood cell count 9,000 / mm3, platelet count 45,000 / mm3, RBC distribution width 14% (N = 13%-15%). There are no blood smear abnormalities. Which of the following would be the best next step in the management of this patient?
A. Antiplatelet antibody test
B. Romiplostim therapy
C. Platelet transfusion
D. splenectomy
E. Coombs Test
F. Observation
G. Corticosteroid therapy
H. Intravenous immunoglobulin therapy",1.72
US-00388,gpt-oss:120b,"An 11-year-old boy is brought to the doctor by his mother, as teachers have been complaining of his poor performance in school for the past 8 months. She has trouble maintaining focus while doing schoolwork, does not follow the teacher's instructions, and makes unintentional mistakes in homework. In class, answers are often hurried and it is difficult to follow the rules of soccer training. Her mother says she is easily distracted when she talks to her and often leaves the books at school. No abnormalities are seen on physical examination. The patient is initiated with appropriate first-line therapy. This boy will have an increased risk of any of the following conditions?
A. Long-lasting QT interval
B. The serotonin syndrome
C. Increased body mass index (BMI)
D. Abnormal liver function
E. Less sweating
F. High Blood Pressure",1.23
US-00389,gpt-oss:120b,"A 19-year-old male arrived at the emergency department complaining of abdominal pain, nausea, and vomiting that lasted for four hours. At first the pain was slow and widespread around the navel, but has now become sharp and shifted to the right lower extremity. He has no history of serious illness and does not take any medication. His body temperature is 38.2 ° C (100.7 ° F) and blood pressure 123/80 mm Hg. Physical examination shows acute sensitivity in the right lower quadrant, no rebound or guarding; reduced bowel sounds. Hemoglobin is 14.2 g / dL, white blood cell count is 12,000 / mm3 and platelet count is 280,000 / mm3. Abdominal ultrasound shows a swollen non-compressed appendix with clear wall layers and echogenic peri-appendiceal fat. Intravenous fluid resuscitation has been initiated. Which of the following is the best next management step?
A. initiate bowel rest and nasogastric aspiration
B. Perform Percutaneous Drainage
C. Prescribe oral amoxicillin and clavulanic acid
D. Perform an interval appendectomy
E. Get a CT scan of the abdomen.
F. Perform a laparoscopic appendectomy",1.75
US-00390,gpt-oss:120b,"A 9-year-old boy came to the doctor with a sore throat and burning sensation in his mouth for the past 10 days. For the past 3 weeks, he has been experiencing increasing fatigue and is easily out of breath. Her father had gallstones, for which he underwent a cholecystectomy at the age of 30. The boy looks weak and lethargic. He has a temperature of 37.7 ° C (99.8 ° F), a blood pressure 110/68 mm Hg, a pulse of 105 / min, and a respiratory rate of 28 / min. Examination revealed pale mucosal membranes, light scleral pallor, and a swollen red tongue. His spleen has enlarged and is palpable up to 2-3 cm below the costal margin of the left body. Complete blood cell counts show a hemoglobin concentration of 9.8 g / dL, mean cell volume (MCV) of 102 μm3, and reticulocyte count of 0.40%. Her peripheral blood smear showed erythrocytes without central fissure. Which of the following could have prevented the main symptoms of the patient?
A. Folic acid supplementation
B. Cholecystectomy
C. The gluten-free diet
D. Vaccination against pneumococcus
E. Vitamin B12 injections
F. Blood donation of red blood cells",1.93
US-00391,gpt-oss:120b,"A 22-year-old first pregnant woman comes to the doctor at 12 weeks gestation for her initial pregnancy visit. He has been experiencing general fatigue and shortness of breath for the past two months. He has been experiencing tingling in his toes for an extra month. He had been treated for gonorrhea three years earlier. She followed a strict vegan diet from the age of 13. Its temperature is 37 ° C (98.6 ° F), pulse 111 / min, blood pressure 122/80 mm Hg. Examination shows a white conjunctiva and a shining tongue. Muscle tone and strength are normal. The deep tendon reflex is 2 + on both sides. Vibration and positional sensations are reduced in the superior and inferior limbs. When he was asked to stand up, close his eyes with his hands in front of him, he lost balance and took a step backwards. Which of the following would have been most helpful in preventing this condition in the patient?
A. Calcium supplementation
B. Folic acid supplementation
C. Vitamin B12 supplementation
D. Thyroxine supplementation
E. Penicillin G therapy
F. Iron supplementation",1.05
US-00392,gpt-oss:120b,"A 32-year-old male came to the Veterans Affairs hospital with problems sleeping for the past 9 weeks. He is a soldier who returned from deployment to Afghanistan 12 weeks ago. Fifteen weeks earlier, his unit was ambushed on a deserted road and a fellow soldier was killed. He sees the scene of the incident in his frequent nightly dreams and blames himself for not being able to save the friend. He also has trouble sleeping and wakes up earlier than intended. During this period, he began to avoid walking the lonely streets. All important indicators are within normal limits. No abnormalities are seen on physical examination. She refused cognitive behavioral therapy and began taking sertraline. Five weeks later, she returned to the doctor complaining of continued nightmares and trouble sleeping. Which of the following would be the best next management?
A. Diazepam therapy
B. Jalpidem Therapy
C. Triazolam therapy
D. Phenelzine therapy
E. Progesin therapy
F. Supportive psychotherapy
G. Interpersonal therapy",0.92
